power,count
"380 hp @ 5,700 RPM",27
"612 hp @ 7,500 RPM",27
"286 hp @ 5,500 RPM",27
"380 hp @ 5,500 RPM",27
"345 hp @ 5,250 RPM",27
"140 hp @ 6,100 RPM",27
"611 hp @ 7,800 RPM",27
"270 hp @ 6,400 RPM",27
"275 hp @ 5,200 RPM",27
"355 hp @ 6,600 RPM",26
"270 hp @ 6,250 RPM",26
"183 hp @ 4,800 RPM",26
"144 hp @ 5,600 RPM",26
"208 hp @ 6,000 RPM",26
"244 hp @ 6,000 RPM",26
"108 hp @ 6,000 RPM",26
"204 hp @ 5,000 RPM",26
"280 hp @ 5,800 RPM",26
"197 hp @ 7,800 RPM",26
"355 hp @ 5,700 RPM",26
"125 hp @ 5,800 RPM",26
"136 hp @ 5,200 RPM",26
"485 hp @ 6,000 RPM",26
"275 hp @ 5,000 RPM",26
"172 hp @ 6,200 RPM",26
"312 hp @ 6,500 RPM",26
"248 hp @ 4,750 RPM",25
"500 hp @ 7,750 RPM",25
"505 hp @ 6,500 RPM",25
"190 hp @ 4,200 RPM",25
"210 hp @ 3,800 RPM",25
"250 hp @ 6,300 RPM",25
"210 hp @ 5,600 RPM",25
"303 hp @ 5,600 RPM",25
443 hp @ 516 RPM,25
"169 hp @ 6,600 RPM",25
"300 hp @ 6,200 RPM",25
"525 hp @ 8,000 RPM",24
"227 hp @ 4,750 RPM",24
"185 hp @ 5,800 RPM",24
"245 hp @ 6,600 RPM",24
"219 hp @ 5,700 RPM",24
"350 hp @ 6,000 RPM",24
201 hp @ 600 RPM,24
"562 hp @ 9,000 RPM",24
"302 hp @ 4,600 RPM",24
"315 hp @ 6,000 RPM",24
"241 hp @ 4,000 RPM",24
"180 hp @ 4,800 RPM",23
"310 hp @ 5,650 RPM",23
"350 hp @ 6,300 RPM",23
"301 hp @ 5,000 RPM",23
"260 hp @ 2,800 RPM",23
"220 hp @ 6,300 RPM",23
"454 hp @ 6,250 RPM",23
"372 hp @ 6,800 RPM",23
"219 hp @ 5,900 RPM",23
"150 hp @ 5,200 RPM",23
"273 hp @ 5,400 RPM",23
"169 hp @ 6,200 RPM",22
"580 hp @ 6,750 RPM",22
"520 hp @ 5,800 RPM",22
"550 hp @ 6,500 RPM",22
"457 hp @ 6,000 RPM",22
"200 hp @ 5,650 RPM",22
"260 hp @ 5,300 RPM",21
"200 hp @ 4,400 RPM",21
"310 hp @ 6,200 RPM",21
"230 hp @ 5,700 RPM",21
"375 hp @ 6,000 RPM",21
"333 hp @ 7,900 RPM",21
"340 hp @ 7,000 RPM",21
"190 hp @ 6,400 RPM",21
"164 hp @ 5,500 RPM",21
"151 hp @ 6,500 RPM",21
"168 hp @ 4,000 RPM",21
"590 hp @ 6,250 RPM",21
"415 hp @ 6,000 RPM",21
"175 hp @ 5,200 RPM",21
"369 hp @ 5,100 RPM",21
"240 hp @ 4,400 RPM",21
"354 hp @ 7,000 RPM",21
"227 hp @ 6,000 RPM",21
"245 hp @ 6,200 RPM",21
"160 hp @ 5,200 RPM",20
"253 hp @ 6,400 RPM",20
"153 hp @ 4,900 RPM",20
"150 hp @ 5,500 RPM",20
"355 hp @ 6,000 RPM",20
"480 hp @ 7,000 RPM",20
"400 hp @ 5,200 RPM",20
"789 hp @ 8,500 RPM",20
"301 hp @ 5,200 RPM",20
"263 hp @ 6,000 RPM",20
"555 hp @ 6,000 RPM",20
"218 hp @ 6,400 RPM",20
"217 hp @ 5,800 RPM",20
"198 hp @ 5,200 RPM",20
"143 hp @ 5,250 RPM",20
"350 hp @ 6,800 RPM",20
"294 hp @ 6,000 RPM",20
"195 hp @ 4,600 RPM",20
"624 hp @ 5,600 RPM",20
"241 hp @ 5,000 RPM",19
"254 hp @ 3,500 RPM",19
"553 hp @ 7,500 RPM",19
"257 hp @ 6,500 RPM",19
"305 hp @ 2,900 RPM",19
"177 hp @ 6,600 RPM",19
"225 hp @ 4,800 RPM",19
"550 hp @ 5,250 RPM",19
"379 hp @ 6,500 RPM",19
"592 hp @ 7,500 RPM",19
"483 hp @ 8,500 RPM",19
"186 hp @ 6,500 RPM",19
"150 hp @ 6,200 RPM",19
"190 hp @ 4,800 RPM",19
"305 hp @ 4,000 RPM",19
"258 hp @ 6,600 RPM",19
"560 hp @ 5,700 RPM",19
"115 hp @ 6,000 RPM",19
"600 hp @ 5,700 RPM",19
"223 hp @ 5,600 RPM",18
"311 hp @ 6,600 RPM",18
"155 hp @ 5,700 RPM",18
"315 hp @ 6,800 RPM",18
"249 hp @ 6,000 RPM",18
"680 hp @ 8,000 RPM",18
"316 hp @ 5,200 RPM",18
"194 hp @ 5,200 RPM",18
"220 hp @ 6,250 RPM",18
"394 hp @ 6,000 RPM",18
"302 hp @ 5,750 RPM",18
"315 hp @ 5,000 RPM",18
"300 hp @ 3,750 RPM",17
"230 hp @ 4,400 RPM",17
"580 hp @ 6,100 RPM",17
"177 hp @ 6,000 RPM",17
"295 hp @ 5,600 RPM",17
"231 hp @ 4,750 RPM",17
"218 hp @ 5,000 RPM",17
"601 hp @ 5,500 RPM",17
"269 hp @ 6,300 RPM",17
"591 hp @ 7,500 RPM",17
"200 hp @ 6,800 RPM",17
"550 hp @ 6,250 RPM",17
"550 hp @ 6,200 RPM",17
"122 hp @ 6,000 RPM",17
"235 hp @ 5,800 RPM",17
"335 hp @ 3,100 RPM",17
"287 hp @ 6,200 RPM",17
"295 hp @ 6,250 RPM",17
"240 hp @ 3,750 RPM",17
"106 hp @ 6,400 RPM",17
"170 hp @ 5,200 RPM",16
"153 hp @ 5,000 RPM",16
"190 hp @ 6,000 RPM",16
"220 hp @ 4,750 RPM",16
"193 hp @ 5,500 RPM",16
"540 hp @ 6,400 RPM",16
"227 hp @ 6,800 RPM",16
"230 hp @ 4,000 RPM",16
"200 hp @ 4,250 RPM",16
"304 hp @ 6,500 RPM",16
"175 hp @ 4,800 RPM",16
"133 hp @ 5,200 RPM",16
"453 hp @ 6,000 RPM",16
"440 hp @ 6,700 RPM",16
"192 hp @ 5,300 RPM",16
"224 hp @ 5,800 RPM",16
"170 hp @ 5,000 RPM",16
"440 hp @ 6,000 RPM",16
"167 hp @ 7,000 RPM",15
"186 hp @ 5,500 RPM",15
"315 hp @ 5,600 RPM",15
"473 hp @ 5,600 RPM",15
"232 hp @ 4,750 RPM",15
"250 hp @ 4,900 RPM",15
"526 hp @ 7,500 RPM",15
"201 hp @ 4,250 RPM",15
"285 hp @ 5,600 RPM",15
"260 hp @ 5,000 RPM",15
"256 hp @ 6,300 RPM",15
"259 hp @ 5,600 RPM",15
"217 hp @ 5,500 RPM",15
"184 hp @ 5,500 RPM",15
"200 hp @ 4,900 RPM",15
"302 hp @ 6,300 RPM",15
"405 hp @ 5,230 RPM",15
"715 hp @ 6,500 RPM",15
"422 hp @ 7,000 RPM",15
"500 hp @ 8,250 RPM",15
"187 hp @ 4,700 RPM",15
"320 hp @ 5,800 RPM",14
"188 hp @ 4,200 RPM",14
"240 hp @ 4,000 RPM",14
"400 hp @ 8,500 RPM",14
"262 hp @ 6,000 RPM",14
"135 hp @ 6,300 RPM",14
"626 hp @ 6,000 RPM",14
"230 hp @ 4,800 RPM",14
"305 hp @ 5,750 RPM",14
"93 hp @ 5,700 RPM",14
"151 hp @ 4,000 RPM",14
"187 hp @ 5,800 RPM",14
"155 hp @ 4,750 RPM",14
"405 hp @ 6,000 RPM",14
"630 hp @ 6,500 RPM",14
"503 hp @ 6,250 RPM",14
"215 hp @ 3,800 RPM",14
"325 hp @ 6,100 RPM",14
"263 hp @ 5,500 RPM",14
"556 hp @ 6,100 RPM",14
"304 hp @ 6,250 RPM",14
"450 hp @ 6,500 RPM",14
"291 hp @ 6,500 RPM",14
"106 hp @ 6,200 RPM",14
"291 hp @ 5,600 RPM",13
"385 hp @ 6,200 RPM",13
"382 hp @ 6,500 RPM",13
"265 hp @ 6,700 RPM",13
"518 hp @ 6,800 RPM",13
"115 hp @ 5,000 RPM",13
"453 hp @ 5,350 RPM",13
"239 hp @ 5,600 RPM",13
"571 hp @ 8,000 RPM",13
"311 hp @ 5,850 RPM",13
"545 hp @ 6,400 RPM",13
"560 hp @ 6,500 RPM",13
"252 hp @ 6,900 RPM",13
"808 hp @ 6,300 RPM",13
"149 hp @ 5,600 RPM",13
"215 hp @ 4,400 RPM",13
"190 hp @ 5,300 RPM",13
"310 hp @ 4,000 RPM",13
"132 hp @ 5,600 RPM",13
"415 hp @ 5,900 RPM",13
"282 hp @ 6,300 RPM",13
"540 hp @ 5,200 RPM",13
"154 hp @ 5,200 RPM",13
"620 hp @ 7,600 RPM",12
"405 hp @ 6,500 RPM",12
"190 hp @ 5,250 RPM",12
"260 hp @ 5,400 RPM",12
"148 hp @ 4,900 RPM",12
"115 hp @ 5,400 RPM",12
"602 hp @ 8,250 RPM",12
"325 hp @ 6,800 RPM",12
"282 hp @ 4,800 RPM",12
"521 hp @ 6,000 RPM",12
"268 hp @ 5,000 RPM",12
"444 hp @ 7,000 RPM",12
"518 hp @ 5,250 RPM",12
"368 hp @ 5,200 RPM",12
"120 hp @ 5,400 RPM",12
"221 hp @ 5,600 RPM",12
"244 hp @ 6,244 RPM",12
"382 hp @ 5,500 RPM",12
"456 hp @ 6,000 RPM",12
"390 hp @ 6,000 RPM",12
"195 hp @ 5,500 RPM",12
"240 hp @ 5,200 RPM",11
"160 hp @ 4,200 RPM",11
"201 hp @ 3,800 RPM",11
"451 hp @ 6,800 RPM",11
"562 hp @ 7,800 RPM",11
"135 hp @ 5,200 RPM",11
"138 hp @ 5,500 RPM",11
"124 hp @ 5,600 RPM",11
"641 hp @ 6,000 RPM",11
"582 hp @ 6,000 RPM",11
"621 hp @ 4,800 RPM",11
"235 hp @ 4,250 RPM",11
"500 hp @ 3,000 RPM",11
"472 hp @ 7,100 RPM",11
"380 hp @ 6,250 RPM",11
"210 hp @ 6,000 RPM",11
"253 hp @ 5,800 RPM",11
"435 hp @ 5,100 RPM",11
"143 hp @ 5,400 RPM",11
"222 hp @ 6,400 RPM",11
"215 hp @ 4,200 RPM",11
"168 hp @ 5,700 RPM",11
"320 hp @ 6,000 RPM",11
"160 hp @ 5,750 RPM",11
"361 hp @ 5,300 RPM",11
"429 hp @ 6,400 RPM",11
"170 hp @ 5,500 RPM",11
"166 hp @ 6,700 RPM",11
"450 hp @ 5,200 RPM",11
"493 hp @ 6,100 RPM",11
"386 hp @ 6,400 RPM",10
"444 hp @ 7,400 RPM",10
"212 hp @ 6,000 RPM",10
"218 hp @ 5,600 RPM",10
"100 hp @ 5,000 RPM",10
"154 hp @ 3,800 RPM",10
"540 hp @ 7,800 RPM",10
"272 hp @ 4,750 RPM",10
"600 hp @ 6,500 RPM",10
"365 hp @ 5,550 RPM",10
"120 hp @ 5,600 RPM",10
"602 hp @ 7,500 RPM",10
"189 hp @ 5,800 RPM",10
"390 hp @ 7,000 RPM",10
"378 hp @ 6,500 RPM",10
"181 hp @ 4,600 RPM",10
"320 hp @ 6,800 RPM",10
"480 hp @ 6,000 RPM",10
"103 hp @ 5,800 RPM",10
"150 hp @ 4,800 RPM",10
"165 hp @ 6,200 RPM",10
"469 hp @ 6,000 RPM",10
"340 hp @ 6,000 RPM",10
"169 hp @ 6,300 RPM",10
"394 hp @ 5,850 RPM",10
"215 hp @ 5,500 RPM",10
"147 hp @ 5,200 RPM",10
"565 hp @ 6,800 RPM",10
"563 hp @ 5,000 RPM",10
"512 hp @ 8,000 RPM",9
"662 hp @ 6,500 RPM",9
"185 hp @ 5,300 RPM",9
"331 hp @ 5,500 RPM",9
"265 hp @ 6,500 RPM",9
"433 hp @ 7,600 RPM",9
"142 hp @ 5,000 RPM",9
"205 hp @ 5,400 RPM",9
"107 hp @ 6,000 RPM",9
"410 hp @ 6,000 RPM",9
"276 hp @ 5,400 RPM",9
"275 hp @ 7,400 RPM",9
"265 hp @ 5,200 RPM",9
"200 hp @ 4,600 RPM",9
"464 hp @ 5,750 RPM",9
"385 hp @ 7,400 RPM",9
"390 hp @ 5,750 RPM",9
"222 hp @ 5,900 RPM",9
"600 hp @ 6,100 RPM",9
"235 hp @ 2,700 RPM",9
"296 hp @ 6,800 RPM",9
"235 hp @ 4,600 RPM",9
"135 hp @ 5,500 RPM",9
"264 hp @ 6,500 RPM",9
"250 hp @ 6,250 RPM",9
"200 hp @ 5,000 RPM",9
"414 hp @ 7,600 RPM",9
"475 hp @ 8,250 RPM",9
"270 hp @ 6,600 RPM",9
"360 hp @ 5,000 RPM",9
"245 hp @ 4,300 RPM",9
"532 hp @ 7,250 RPM",9
"104 hp @ 5,800 RPM",8
"265 hp @ 5,500 RPM",8
"325 hp @ 3,300 RPM",8
"248 hp @ 5,800 RPM",8
"305 hp @ 5,200 RPM",8
"200 hp @ 5,900 RPM",8
"170 hp @ 6,700 RPM",8
"350 hp @ 5,200 RPM",8
"173 hp @ 5,800 RPM",8
"268 hp @ 5,200 RPM",8
"530 hp @ 5,500 RPM",8
"225 hp @ 4,200 RPM",8
"135 hp @ 6,000 RPM",8
"243 hp @ 6,000 RPM",8
"450 hp @ 8,250 RPM",8
"260 hp @ 6,100 RPM",8
"570 hp @ 9,000 RPM",8
"700 hp @ 7,000 RPM",8
"142 hp @ 7,000 RPM",8
"222 hp @ 6,000 RPM",8
"215 hp @ 6,000 RPM",8
"150 hp @ 4,000 RPM",8
"395 hp @ 5,700 RPM",8
"182 hp @ 4,750 RPM",8
"215 hp @ 2,700 RPM",8
"272 hp @ 6,250 RPM",8
"138 hp @ 6,400 RPM",8
"542 hp @ 5,750 RPM",8
"565 hp @ 6,750 RPM",8
"168 hp @ 5,900 RPM",8
"240 hp @ 5,300 RPM",8
"201 hp @ 6,200 RPM",8
"163 hp @ 6,000 RPM",8
"262 hp @ 5,000 RPM",8
"158 hp @ 6,700 RPM",8
"137 hp @ 5,600 RPM",8
"127 hp @ 6,000 RPM",8
"164 hp @ 6,400 RPM",8
"171 hp @ 6,200 RPM",8
"711 hp @ 8,000 RPM",8
"270 hp @ 5,300 RPM",8
"100 hp @ 4,000 RPM",8
"200 hp @ 6,200 RPM",8
"523 hp @ 4,900 RPM",8
"542 hp @ 6,000 RPM",7
"228 hp @ 6,300 RPM",7
"238 hp @ 8,500 RPM",7
"400 hp @ 5,850 RPM",7
"173 hp @ 6,200 RPM",7
"393 hp @ 5,700 RPM",7
"293 hp @ 6,000 RPM",7
"224 hp @ 4,750 RPM",7
"400 hp @ 7,000 RPM",7
"319 hp @ 4,600 RPM",7
"270 hp @ 5,400 RPM",7
"333 hp @ 6,800 RPM",7
"460 hp @ 7,750 RPM",7
"143 hp @ 6,000 RPM",7
"185 hp @ 5,500 RPM",7
"161 hp @ 3,800 RPM",7
"120 hp @ 4,600 RPM",7
"90 hp @ 3,750 RPM",7
"360 hp @ 6,800 RPM",7
"302 hp @ 6,800 RPM",7
"292 hp @ 6,300 RPM",7
"400 hp @ 4,600 RPM",7
"305 hp @ 5,800 RPM",7
"500 hp @ 5,000 RPM",7
"145 hp @ 4,000 RPM",7
"550 hp @ 5,700 RPM",7
"420 hp @ 6,200 RPM",7
