sp_name,count
Webb Chevrolet Plainfield,180
Pacifico Mazda Hyundai,180
Mastria Buick GMC,180
Mercedes-Benz of Silver Spring,180
Bill Walsh Ford Lincoln Kia,180
McGuire Buick GMC,179
Garvey Hyundai,179
O'Connor Chevrolet Incorporated,179
Open Road Mazda of East Brunswick,179
Advantage Toyota of River Oaks,179
Ourisman Chrysler Jeep Dodge RAM,179
Chapman Ford Lincoln Mazda,178
Basil Resale Sheridan,178
Somersworth Nissan,178
Safford Ford Lincoln of Salisbury,178
CarMax Danvers - Now offering Curbside Pickup,178
Devon Nissan,178
Rallye Lexus,178
Blaise Alexander Chrysler Dodge Jeep Ram,178
Key Ford of York,178
Fox Valley Volkswagen Schaumburg,178
Framingham Ford,177
Grappone Automotive Group,177
Waukegan Auto Auction,177
Motion Kia,177
Volvo Cars Westport,177
Competition Subaru of Smithtown,354
Watseka Ford Lincoln,176
Hyannis Toyota,176
Prime Subaru Manchester,176
Freedom Nissan,176
Bill Dodge Auto Group - Saco,176
Lithia Hazleton Honda,352
Page Toyota,176
North End Subaru Mazda,352
INFINITI of Englewood,175
Murray's Ford,175
Volvo Cars Plymouth,175
Sherwood Chevrolet Buick GMC,175
City World Ford,175
Boch Nissan,175
Audi Creve Coeur,175
Merlex Auto Group,175
Route 6 Automall Kia,175
Meadowland Chrysler Dodge Jeep Ram,175
Nissan of Queens,350
Groulx Automotive Buick GMC,350
Kelly Buick GMC,175
Bob Rohrman Hyundai,174
Keenan Motors,348
Bergey's Lincoln,174
Central Maine Toyota,348
South Shore Nissan,174
Graff Chevrolet Okemos,348
Joe Cotton Ford,174
Autofair Volkswagen,174
Honda of Downtown Chicago,173
Fletcher Jones Audi,173
Fort Wayne Kia,346
DiFeo Kia,173
Trust Auto,346
Upstate Chevrolet,346
Reichard Buick GMC,173
Taylor Chevrolet Toyota of Hermitage,173
Carbone Nissan,173
Lilliston Ford,345
Volvo Huntington,344
Honda of Toms River,172
802 Honda,344
BMW of Reading,344
Garber Honda,172
Rosenthal Chevrolet,172
Tunkhannock Auto Mart,172
Planet Honda,344
Lucas Ford Lincoln,342
Deluxe Auto Sales of Linden,171
Diver Chevrolet,342
Reynolds Subaru,171
Executive Chevrolet,171
Port City Nissan,171
Len Stoler Ford,171
Saint J Subaru,171
Ourisman Volkswagen of Laurel,340
Holman Cadillac,340
BMW of the Main Line,340
Nissan of Keene,340
Holmgren Subaru Inc,169
Lynch Toyota,169
Basil Volkswagen of Lockport,169
Prime Buick GMC,338
Meade Lexus of Southfield,338
Durand Chevrolet,169
AutoPROVED,338
Wiz Autos,169
Preston GM Superstore,169
Prime Ford - Saco,169
North End Motors,169
BMW of Catonsville,336
Kelly Volkswagen,168
Mirak Chevrolet,168
Eriks Chevrolet,168
Open Road Subaru,336
Acura of Wappingers Falls,335
Napleton's Schaumburg Subaru,334
Koch Bethlehem Ford,334
Hertrich Acura,334
Mercedes-Benz of Hanover,333
Montgomeryville Acura,332
Mercedes-Benz of Lancaster,332
Mercedes-Benz of Shrewsbury,332
Day Apollo Volkswagen,332
Taj Auto Mall,332
Quality Auto Center of Springfield,165
Lakeside Chevrolet,330
Henderson Ford,330
Somersworth Hyundai,329
Grossman Chevrolet Nissan,329
Classic Mazda,329
CARite of Windsor Locks,329
Auto Outlet of Canandaigua,328
AutoOne,328
Patrick Subaru,328
Lexus of Highland Park,328
Thompson Lexus Willow Grove,327
Cherry Hill Nissan,327
Mike Barney Nissan,327
Orange County BMW,163
Koeppel Subaru,327
Alan Byer Volvo,327
Benson Lincoln,163
Stateline Nissan,162
Country Chevrolet,324
Where Luxury Meets,162
D'ELLA Honda of Glens Falls,162
Evans Motorworks,162
Audi Meadowlands,162
Dunning Motor Sales Chevrolet,162
Germain Honda of Ann Arbor,162
Bonnell Ford,323
Toyota of Terre Haute,161
Southworth Ford Lincoln,161
Pratts Cars,161
Fafama Auto Sales Inc,322
CarVision Philadelphia  ,320
Boardwalk Honda,320
Heritage Toyota,160
Bob Rohrman Honda,320
Summit Ford Lincoln,160
Langway Toyota Nissan of Newport,160
BMW Of Freehold,160
Baystate Ford,319
Thompson Lexus Doylestown,159
BMW of Devon,159
Audi of Mendham,318
East Hills Subaru,318
Eagle Auto Mall,318
Hondru Ford Chevrolet of Manheim,318
KIA of West Nyack,318
Northtown Kia,159
Blaise Alexander Subaru,318
Mike Kelly Automotive,159
Johnson Motors Chevrolet Cadillac,159
BMW of Schererville,159
Aubrey Alexander Toyota,318
Keenan Honda,316
DARCARS Nissan of College Park,158
Tom Henry Chevrolet,158
Feduke Ford Lincoln,316
Rick Case Honda Euclid,316
Ray Laks Acura of Buffalo,158
Milford Subaru,316
Lexington Park Ford Lincoln,316
Classic Madison,158
Central Cadillac,158
Atlantic Volkswagen,158
Riverside Nissan,158
Hoffman Honda,158
Herb Gordon Nissan,158
Gray Chevrolet,315
Sutliff Volkswagen,157
BMW of Roxbury,314
Lebanon Ford,314
Jim Shorkey Kia,157
Infiniti of West Chester,157
Antwerpen Volkswagen,157
Fox Honda,312
Bob Johnson Chevrolet,312
Williams Auto World,312
Rich Morton Mazda,156
Colonial West Chevrolet,312
Star Auto Mall,312
Empire Toyota,311
Alfano's Torrington Hyundai,310
Bolles Motors Incorporated,310
Kenosha Nissan,155
County Line,309
Porsche Delaware,309
Windsor Nissan,308
Bristol Auto Mall,307
Toyota of Merrillville,307
Brewster Ford Incorporated,307
Heritage Ford,153
Vanderstyne Toyota,153
Genesis Cadillac,153
Holman INFINITI,306
Terre Haute Chevrolet,153
Heritage Chevrolet,152
Precision Acura of Princeton,304
Cole Ford Lincoln,304
Faulkner BMW,304
Gurnee Hyundai,152
Toyota of Batavia,304
Toyota of Lincolnwood,152
Wallingford Auto Park,304
Jaguar Land Rover Manhattan,152
Crowley Nissan,151
Land Rover Monmouth,302
Crown Acura,302
Lev Kia of Framingham,302
Lux Cars Chicago,302
Volkswagen of Norwood,302
Troy Alan Chevrolet,302
Jaguar Land Rover White Plains,151
Country Hyundai,151
Prestige Motor Sales,151
Mercedes-Benz of Huntington,301
112 Auto Plaza,300
Prime Mazda - Norwood,150
Werner Mazda,150
Colonial Chevrolet,300
Cascade Auto Group,300
Subaru of Keene,300
Abeloff Nissan,299
Stanley Subaru,299
Lia Hyundai,298
Riverhead Bay Motors,298
Jaguar Land Rover of South Shore,298
YALCARS,298
Butler Auto Sales Incorporated,298
Charlie's Toyota,149
Lexus of Manhattan,149
Colonial South Chevrolet,149
Bennington Subaru,296
Balise Nissan of Warwick,296
Patrick Volkswagen,296
Yark Nissan,296
Capitaland Subaru,296
Elgin Volkswagen,296
Hawkins Chevrolet,296
Unlimited Auto Sales,148
Keller Bros Ford Lititz,147
Chevrolet of Allentown,294
Mercedes Benz of Atlantic City,294
Mercedes-Benz of Cherry Hill,147
Reydel Volkswagen,292
Sheehy Nissan of Waldorf,292
Cantin Chevrolet,292
Balise Volkswagen,292
BMW of Darien,292
CARite of Madison Heights,291
Wellesley Mazda,290
Hoffman Ford,145
Ira Subaru,145
Haddad Toyota,290
Sheehy Ford of Marlow Heights,290
Dutchess Kia,290
Basney Mazda,290
Charlie's Subaru,145
Gervais Ford,289
Dotta Auto Sales,288
Jaguar Land Rover of Naperville,144
Hertz Car Sales Hartford,144
Bill McCandless Ford,288
Smith Motor Company,144
Les Stanford Cadillac,144
Tasca Chevrolet,288
Crossroads Ford,288
North Penn Mazda,288
David Hoffman Auto Mall,288
Bertera Subaru of Hartford,288
Sands Ford of Red Hill,288
Johnson Ford Lincoln,286
Country Club Nissan,286
Toyota of Braintree,286
Keyser Miller Ford,286
Hornbeck Chevrolet,285
Premier Kia,284
Saccucci Honda,142
Cawood Honda,142
Prime Chevrolet,142
Volkswagen of Kingston,283
Gilboy Ford,282
Star Auto Mall 512,282
Classic Cadillac,141
Morong Falmouth,282
Willis Chevrolet Buick,282
Bay Ridge Toyota,282
Seacoast Chevrolet,281
Compass Motors,280
West German BMW,280
Abeloff Buick GMC,280
Ciocca Ford Souderton,280
Court Street Ford,280
Art Moehn Chevrolet,280
Mercedes-Benz of Hunt Valley,140
Westborn Chrysler Dodge Jeep Ram,280
Ray Catena of Freehold,140
Sentry West Lincoln Mazda,139
Sea Breeze Ford,139
Pepe Cadillac,139
BidCars Boston,278
Toyota of Keene,278
Lexus of Towson,139
Curry Honda Yorktown,278
Rochester Ford,139
Land Rover North Haven,278
Coastal Nissan,277
Open Road Mercedes-Benz,276
Champion Ford Edinboro,138
Crestmont Hyundai,276
Passport INFINITI of Alexandria,276
Paul Miller Porsche,276
Illini Nissan,276
802 Toyota,276
Highline Motor Cars,276
Romano Mazda,276
Autofair Subaru,274
Mercedes-Benz of Owings Mills,274
Premier Cape Cod,273
Ciocca Volkswagen,273
Paul Brown Motors,272
Cooper Motors Lincoln,272
Glick GMC Hyundai,272
Coastal Volkswagen,272
Columbiana Buick Cadillac Chevrolet,272
Patriot Pre-Owned Autos,271
Colonial Auto Sales,271
Independence Honda,271
Porsche Gold Coast,135
Darling's Chevrolet,135
Ide Volkswagen,269
Island Auto Mall,268
City Volkswagen of Chicago,268
Ira Jack Chevrolet Cadillac,134
Shults Nissan,134
Choice Auto Sales,268
Fast Track Motors,268
112 Chevrolet,268
Sunshine Toyota,268
Lion Country Kia,268
Bournival Jeep,267
Smith Motor Sales,267
Honda Village,267
Crestmont Cadillac,267
Mini Of Burlington,265
Quirk Preowned,265
Square One Auto,264
Grand Prix Subaru,264
Handy Chevrolet,264
Lee Credit Now Hammond Street,264
Garnet Volkswagen,264
International Autos Orland Park,264
Supreme Auto Group,264
Autohaus on Edens,263
Mercedes-Benz of Natick,263
Blasius South,131
Tom Hesser Nissan,263
Mercedes-Benz of Springfield,262
Honda Of Keene,131
Napleton Westmont Porsche,131
Napleton's Palatine Mazda,131
Jack Winegardner Chevrolet,130
Dunning Ford,260
Sterling Motorcar,260
Patrick Mazda,260
BMW of Towson,130
Bill Cram Chevrolet,130
Audi Peabody,130
Chenoweth Ford,130
Bill Jacobs BMW,260
Volvo Volkswagen of Lebanon,259
Evanston Subaru,258
DELLA Honda of Plattsburgh,258
Milnes Chevrolet,129
Rutland Subaru,258
Superior Auto Sales,129
Odaniel Mazda,258
Belknap Subaru,258
Auto Factory,256
Nationwide Motors,256
CarTopia,128
Sierra Motor Mall,128
Tom Roush Mazda,256
Upper Marlboro Ford,128
Brewster Subaru,256
McGuire Chevrolet Cadillac,256
Audi Brooklyn,256
Classic Mazda Westside,255
Venture Motorcars,254
Sendell Volkswagen,254
Dartmouth Nissan,254
North Reading Subaru,254
Sawyer Chevrolet,254
Serra Auto Campus,254
Rochester Toyota,126
Audi Lancaster,126
Annapolis Subaru,252
Volkswagen of Salem County,252
Chapman Nissan,252
Westbury FIAT,252
Liberty Mazda,252
Del Chevrolet,126
York Chevrolet Buick,252
New Country BMW,252
Basil Ford,252
Classic Kia,250
Granite Subaru,250
Global Auto Outlet,250
Prestige Imports Subaru,250
Central Avenue Hyundai,250
Napleton Nissan,250
Classic Volkswagen,250
Apple Ford,125
Matt Burne Honda,124
Princeton BMW,124
Castle Honda,248
McGuire Cadillac,124
Ford of Branford,248
Reineke Honda,248
Land Rover Alexandria,248
BMW of West Springfield,248
Murray Chevrolet,248
Landover IAD Auto,248
Mastria Subaru,248
Turnpike Chevrolet,124
Hoffman Toyota,124
New Country Mercedes-Benz,124
World Volkswagen of Neptune,124
New Rochelle Chevrolet,246
Nissan 422 of Limerick,123
Land Rover Sudbury,246
Audi Wynnewood,246
Toyota of Danville,123
Douglas Infiniti,246
Applegate Chevrolet,246
North Shore Mazda,246
Fuccillo Imports,246
Toyota of Lincoln Park,123
Healey Chevrolet,244
Kia of Lansing,122
White River Subaru,122
Cherry Hill Volvo,122
Len Stoler Chevrolet,244
CARite of Chesterfield,244
Brown's Alexandria Mazda,244
York Volkswagen Incorporated,242
Davidson Ford,242
Toyota Universe,242
Del Real Auto Sales,242
Wareham Ford,241
Carbone Chevrolet,120
Tom Masano Mercedes-Benz,120
Lexus of Merrillville,120
Audi Stratham,120
Sheehy Lexus of Annapolis,240
Long Subaru,240
Nutley Kia,240
Classic Lexus,240
Ira Lexus Danvers,240
Teddy Volkswagen,238
Lexus of Bridgewater,238
Williams Ford,238
Continental Nissan,238
Otto Cadillac,238
Rohrich Toyota,237
Lexus of Queens,237
Delaware Public Auto Auction,237
Route 46 Mitsubishi,237
Miller Brothers Chevrolet,237
Gurley Leep Honda,236
Philly Auto,236
Northeast Ford,236
Ed Shults Chevrolet,118
Community Chevrolet Incorporated,236
Joe Johnson Chevrolet,236
Lexus of Warwick,236
Bob Maxey Lincoln,234
BMW Middleburg Heights,234
Ron Bouchard's Kia,117
Taylor Kia of Boardman,234
Majestic Honda,234
Howell Motors Ford,233
New Country Lexus of Latham,233
Car Connection Superstore,233
Dick Wickstrom Chevrolet,116
Solomon Ford,232
Minuteman Volkswagen,232
Executive Volkswagen of North Haven,232
Van Campen Motors,115
Wall's Ford,230
Infiniti of Ardmore,230
LeBrun Toyota,230
Freehold Dodge,230
Mercedes-Benz of Willoughby,230
Jaguar Land Rover Southampton,230
Kent County Motor Sales,230
Motorcars of Lansing,229
Rentschler Chevrolet,114
BMW of the Hudson Valley,228
Hartway Motors Chevrolet,114
Paul Miller Audi,228
Farnsworth Chevrolet,228
Chuck Nicholson GMC Mazda,227
Middletown Ford,227
Medford Ford,227
Shepherd's Chevrolet,227
Aldermans Toyota,227
Coda Motors LLC,227
Gateway Subaru,112
Hoffman Lexus,112
Certified Luxury Motors VS,224
Carbiz,224
John Tapper Automotive,112
Subaru of Wyoming Valley,224
Stateline Subaru,112
New Country Lexus of Westport,224
Grove City Ford,223
Lexington Toyota,222
Colonial Mazda,222
Ciocca Chevrolet,221
Auto First,221
White River Toyota,221
BMW of Newport,220
MB Motorsports,220
Napleton's Auto Park Urbana,220
Ferrari Maserati of Long Island,220
Silver Star Motors,220
Armen Cadillac,220
Merrimack Street Volvo,220
Garden City Mazda,220
DELLA Toyota,219
Honda City,219
Shenango Honda,218
Ford of Northampton,218
Classic Audi,218
Carter Chevrolet,218
Phoenix Truxx,109
Delong Ford,218
BMW of Westchester,217
Vachon Chevrolet,216
Huggard & Ewing,216
New England Auto World,108
Illinois Auto Sales,216
MINI of Peabody,108
Honda Universe,216
Mann Chevrolet Incorporated,215
Paddock Chevrolet,214
Midway Autohaus,214
Toyota & Ford of Greenfield,214
Tri State Ford,107
BMW of Rochester Hills,214
Elkins Chevrolet,214
Gengras Volvo,214
Shore Toyota Inc,214
Sands Ford of Pottsville,214
Scott Volkswagen,106
Dick Scott Motormall,106
BMW of Stratham,106
Steve Lewis Subaru,212
Murrays Honda,106
A & T Subaru,106
